,arch,total params,train loss,valid loss,mae_valid,rmse_valid,time,epochs
0,RNNPlus,10401,0.5373258590698242,0.6888032555580139,1.1005759239196777,1.3444892168045044,1,50
1,RNNPlus,10401,0.49344465136528015,0.6839722990989685,1.0916646718978882,1.3436325788497925,1,100
