,arch,total params,train loss,valid loss,mae_valid,rmse_valid,time,epochs
0,GRUPlus,31001,0.5054823160171509,0.5185877680778503,0.9201245307922363,1.1048184633255005,1,50
1,GRUPlus,31001,0.38735106587409973,0.4614153206348419,0.8422462940216064,1.0519986152648926,2,100
2,GRUPlus,31001,0.34707462787628174,0.436035692691803,0.8110911846160889,1.0202643871307373,3,150
3,GRUPlus,31001,0.31097668409347534,0.41612017154693604,0.7839553952217102,0.9937061071395874,4,200
4,GRUPlus,31001,0.27744126319885254,0.3308683931827545,0.6724334955215454,0.8715923428535461,11,200
5,GRUPlus,31001,0.28979119658470154,0.32958081364631653,0.6642729640007019,0.8735134601593018,8,150
6,GRUPlus,31001,0.28883472084999084,0.31278756260871887,0.6474148035049438,0.8475125432014465,6,100
7,GRUPlus,31001,0.2990720868110657,0.3067685067653656,0.6368623971939087,0.8417649865150452,3,50
