,arch,total params,train loss,valid loss,mae_valid,rmse_valid,time,epochs
0,RNNPlus,10401,0.5373258590698242,0.6888032555580139,1.1005759239196777,1.3444892168045044,1,50
1,RNNPlus,10401,0.49344465136528015,0.6839722990989685,1.0916646718978882,1.3436325788497925,1,100
2,RNNPlus,10401,0.3025456368923187,0.38734033703804016,0.746097207069397,0.985879123210907,6,100
3,RNNPlus,10401,0.3113030791282654,0.38417717814445496,0.7286614775657654,0.9972590804100037,3,50
4,RNNPlus,10401,0.29684197902679443,0.3177811801433563,0.6552219986915588,0.8555545806884766,4,100
5,RNNPlus,10401,0.30168765783309937,0.31098473072052,0.6472859978675842,0.8457934260368347,2,50
