"NEE","Cleaned_NEE"
2.1206384,2.1206384
2.3264089,2.3264089
0.6349814,0.6349814
2.1529331,2.1529331
1.6579304,1.6579304
0.4903575,0.4903575
0.1475579,0.1475579
0.5374322,0.5374322
0.901719,0.901719
0.49711674,0.49711674
1.159956,1.159956
0.83145046,0.83145046
1.357201,1.357201
0.75083566,0.75083566
0.1056381,0.1056381
0.17021653,0.17021653
0.39278144,0.39278144
0.38960254,0.38960254
1.4293075,1.4293075
0.7890293,0.7890293
-0.16513799,-0.16513799
1.2211188,1.2211188
0.3483977,0.3483977
-0.128735,-0.128735
-0.17055154,-0.17055154
1.0096684,1.0096684
1.1982098,1.1982098
2.2235823,2.2235823
3.0564098,3.0564098
1.6608858,1.6608858
-0.013438582,-0.013438582
0.58231163,0.58231163
2.4064188,2.4064188
2.2987497,2.2987497
2.4365628,2.4365628
0.8014355,0.8014355
2.5908897,2.5908897
1.8303252,1.8303252
1.25969,1.25969
2.9428847,2.9428847
0.93283814,0.93283814
2.0797408,2.0797408
1.238231,1.238231
1.909418,1.909418
0.05549654,0.05549654
1.9438744,1.9438744
0.78929293,0.78929293
0.8632314,0.8632314
-0.09056177,-0.09056177
2.139475,2.139475
0.7994049,0.7994049
0.50003135,0.50003135
0.31868324,0.31868324
1.1505677,1.1505677
1.3210467,1.3210467
0.07279555,0.07279555
0.1746623,0.1746623
2.0856855,2.0856855
1.4636918,1.4636918
0.12861925,0.12861925
-0.5678637,-0.5678637
0.18641813,0.18641813
0.5856032,0.5856032
1.6751728,1.6751728
-0.043708134,-0.043708134
0.3169783,0.3169783
0.1233011,0.1233011
0.50596833,0.50596833
-0.40875074,-0.40875074
1.3340502,1.3340502
1.0500991,1.0500991
1.1064141,1.1064141
0.94333357,0.94333357
1.017981,1.017981
1.4236426,1.4236426
0.022242479,0.022242479
1.3190494,1.3190494
1.4448751,1.4448751
-0.5986455,-0.5986455
1.6782852,1.6782852
0.5637494,0.5637494
-0.14991792,-0.14991792
-0.5797688,-0.5797688
0.38078538,0.38078538
0.73230004,0.73230004
0.8123702,0.8123702
1.407338,1.407338
0.38128707,0.38128707
0.11186991,0.11186991
-0.19044009,-0.19044009
-0.10864311,-0.10864311
-0.097420886,-0.097420886
0.030045591,0.030045591
0.2270643,0.2270643
0.09125089,0.09125089
-0.69638544,-0.69638544
-0.7565723,-0.7565723
-0.7312764,-0.7312764
-0.34721413,-0.34721413
-0.866849,-0.866849
1.2672942,1.2672942
0.17954814,0.17954814
-0.3676811,-0.3676811
-0.70768905,-0.70768905
-0.08436387,-0.08436387
-0.2949239,-0.2949239
-0.5193601,-0.5193601
-0.607157,-0.607157
-0.71238357,-0.71238357
-0.73347276,-0.73347276
-0.75972235,-0.75972235
-0.60323185,-0.60323185
-0.34616032,-0.34616032
-0.47372738,-0.47372738
-1.0126243,-1.0126243
-0.56414425,-0.56414425
-1.0273372,-1.0273372
-1.356926,-1.356926
-1.1308826,-1.1308826
-1.0095338,-1.0095338
-1.0115821,-1.0115821
-0.94703984,-0.94703984
-1.0474775,-1.0474775
-1.181973,-1.181973
-0.7747443,-0.7747443
-1.0127659,-1.0127659
-0.9018943,-0.9018943
-1.011086,-1.011086
-1.1124889,-1.1124889
-0.19700474,-0.19700474
-1.2025359,-1.2025359
-1.034304,-1.034304
-1.3374959,-1.3374959
-0.6148621,-0.6148621
-0.9669707,-0.9669707
-0.47328138,-0.47328138
-0.78230894,-0.78230894
-1.1455655,-1.1455655
-1.0639834,-1.0639834
0.27760625,0.27760625
-0.8332284,-0.8332284
-1.3711802,-1.3711802
-1.3414229,-1.3414229
-0.91327065,-0.91327065
-1.175532,-1.175532
-1.376358,-1.376358
-1.4702151,-1.4702151
-0.71502274,-0.71502274
-1.4725848,-1.4725848
-1.335461,-1.335461
-0.9475625,-0.9475625
-1.1313366,-1.1313366
-1.3918757,-1.3918757
-1.0790894,-1.0790894
-0.6038788,-0.6038788
-0.8767895,-0.8767895
-0.9235819,-0.9235819
-1.2677141,-1.2677141
-1.0390587,-1.0390587
-0.92893815,-0.92893815
-0.48390272,-0.48390272
-1.5684711,-1.5684711
-1.7664155,-1.7664155
-1.6631739,-1.6631739
-1.9158894,-1.9158894
-1.3566047,-1.3566047
-1.2216907,-1.2216907
-0.9034846,-0.9034846
-1.1656756,-1.1656756
-0.90730774,-0.90730774
-1.206518,-1.206518
-1.5477101,-1.5477101
-1.6617752,-1.6617752
-1.3135424,-1.3135424
-0.580561,-0.580561
-1.5397875,-1.5397875
-1.9020662,-1.9020662
-1.6326238,-1.6326238
-1.7111521,-1.7111521
-2.1806922,-2.1806922
-1.8940666,-1.8940666
-2.141857,-2.141857
-1.8969717,-1.8969717
-1.471709,-1.471709
-1.3547302,-1.3547302
-1.343104,-1.343104
-2.3477798,-2.3477798
-1.9246871,-1.9246871
-1.8841114,-1.8841114
-2.1380415,-2.1380415
-2.0382345,-2.0382345
-2.3922234,-2.3922234
-2.1199403,-2.1199403
-1.7181224,-1.7181224
-1.4819598,-1.4819598
0.31680542,0.31680542
-0.7374053,-0.7374053
-2.00129,-2.00129
-1.3893906,-1.3893906
-1.0962002,-1.0962002
-1.7823899,-1.7823899
-1.8227766,-1.8227766
-2.2187648,-2.2187648
-2.2528584,-2.2528584
-2.2412703,-2.2412703
-2.1419518,-2.1419518
-2.5749116,-2.5749116
-2.3019557,-2.3019557
-2.308076,-2.308076
-1.752202,-1.752202
-2.128375,-2.128375
-2.1477487,-2.1477487
-1.8438607,-1.8438607
-2.0241768,-2.0241768
-2.0555012,-2.0555012
-2.2367656,-2.2367656
-2.1244524,-2.1244524
-2.327343,-2.327343
-2.3921056,-2.3921056
-2.2691655,-2.2691655
-1.7508901,-1.7508901
-2.0061953,-2.0061953
-2.3649762,-2.3649762
-2.2264166,-2.2264166
-1.7538984,-1.7538984
-1.6632203,-1.6632203
-1.8580326,-1.8580326
-1.6426985,-1.6426985
-1.0980998,-1.0980998
-1.8938563,-1.8938563
-2.338852,-2.338852
-1.7712445,-1.7712445
-1.0122061,-1.0122061
-1.3082497,-1.3082497
-1.7551119,-1.7551119
-1.7879769,-1.7879769
-1.7845018,-1.7845018
-1.7888886,-1.7888886
-1.2327237,-1.2327237
-1.5578314,-1.5578314
-1.5595539,-1.5595539
-1.727264,-1.727264
-0.9884095,-0.9884095
-1.3885049,-1.3885049
-1.9788775,-1.9788775
-1.5745074,-1.5745074
-1.5012102,-1.5012102
-1.5432311,-1.5432311
-1.5079256,-1.5079256
-1.231401,-1.231401
-1.0088015,-1.0088015
-0.073312744,-0.073312744
-0.5395594,-0.5395594
-0.43022767,-0.43022767
-1.1368059,-1.1368059
-1.893083,-1.893083
-1.7772834,-1.7772834
-1.4308738,-1.4308738
-1.6254048,-1.6254048
-1.5714252,-1.5714252
-1.4828663,-1.4828663
-1.0208484,-1.0208484
-1.1809115,-1.1809115
-1.0423931,-1.0423931
-1.1248566,-1.1248566
-1.553047,-1.553047
-1.1082305,-1.1082305
-1.2054925,-1.2054925
-1.4837108,-1.4837108
-0.6454109,-0.6454109
-0.29954037,-0.29954037
-0.39266464,-0.39266464
-1.2719597,-1.2719597
-1.1169591,-1.1169591
0.37370017,0.37370017
0.48985112,0.48985112
1.3207635,1.3207635
1.3071623,1.3071623
0.2981104,0.2981104
0.38417655,0.38417655
2.4625928,2.4625928
1.6989797,1.6989797
2.420687,2.420687
0.88833696,0.88833696
-0.26328954,-0.26328954
1.3005338,1.3005338
0.22672325,0.22672325
1.0099355,1.0099355
0.6853703,0.6853703
1.5309078,1.5309078
1.56854,1.56854
1.7048151,1.7048151
0.75932544,0.75932544
-0.11240694,-0.11240694
-0.23252782,-0.23252782
0.5681076,0.5681076
0.9719089,0.9719089
0.23328628,0.23328628
0.00015776724,0.00015776724
2.0683699,2.0683699
1.6380174,1.6380174
0.35087788,0.35087788
0.2655773,0.2655773
-0.074255034,-0.074255034
-0.9007556,-0.9007556
-0.5958285,-0.5958285
0.8381721,0.8381721
-0.3601703,-0.3601703
0.32319838,0.32319838
0.15098804,0.15098804
-0.43785313,-0.43785313
-0.57149905,-0.57149905
-0.17014074,-0.17014074
-0.5311504,-0.5311504
0.42775574,0.42775574
0.3120162,0.3120162
1.1323056,1.1323056
0.7131145,0.7131145
2.2539794,2.2539794
2.1035857,2.1035857
-0.25641006,-0.25641006
-0.023705348,-0.023705348
2.597954,2.597954
0.0809146,0.0809146
1.1751882,1.1751882
1.2771724,1.2771724
1.3836718,1.3836718
0.9954993,0.9954993
0.7746407,0.7746407
0.22646575,0.22646575
0.60516554,0.60516554
1.5567896,1.5567896
0.4262003,0.4262003
2.479733,2.479733
0.8612528,0.8612528
-0.1506006,-0.1506006
0.25008634,0.25008634
0.7533272,0.7533272
0.3340223,0.3340223
0.8724916,0.8724916
0.5409024,0.5409024
1.1010162,1.1010162
0.072377026,0.072377026
-0.42559928,-0.42559928
0.53517115,0.53517115
0.6550529,0.6550529
0.65582514,0.65582514
1.4384124,1.4384124
1.1608152,1.1608152
0.19950432,0.19950432
-0.018513797,-0.018513797
0.39425924,0.39425924
0.44824454,0.44824454
0.9246033,0.9246033
1.9688003,1.9688003
0.108193256,0.108193256
1.7622502,1.7622502
1.0021122,1.0021122
0.3873354,0.3873354
0.829959,0.829959
0.8372416,0.8372416
0.9082768,0.9082768
0.9439077,0.9439077
1.177488,1.177488
2.1615088,2.1615088
1.0402775,1.0402775
1.7800456,1.7800456
0.9595314,0.9595314
-1.0054497,-1.0054497
-0.4844884,-0.4844884
0.7280713,0.7280713
-1.2804446,-1.2804446
-1.0529857,-1.0529857
0.3382449,0.3382449
-0.21355212,-0.21355212
-0.7058385,-0.7058385
-0.099009946,-0.099009946
-0.058667455,-0.058667455
0.59189665,0.59189665
0.29565582,0.29565582
0.3001493,0.3001493
-0.93908024,-0.93908024
-0.3178266,-0.3178266
-0.0369272,-0.0369272
-0.9876352,-0.9876352
-0.7537827,-0.7537827
-0.81701535,-0.81701535
-0.11748567,-0.11748567
-0.50522,-0.50522
0.39154708,0.39154708
0.11268181,0.11268181
-0.48028216,-0.48028216
0.25324032,0.25324032
0.59047854,0.59047854
-0.4496675,-0.4496675
0.095917255,0.095917255
-0.5895719,-0.5895719
0.37663603,0.37663603
0.04337826,0.04337826
-0.66311204,-0.66311204
-0.7309557,-0.7309557
-0.7037298,-0.7037298
1.0641375,1.0641375
1.1612437,1.1612437
-0.6963103,-0.6963103
-0.63583845,-0.63583845
-0.32541752,-0.32541752
2.2430747,2.2430747
0.19446711,0.19446711
-0.34289622,-0.34289622
-0.7971381,-0.7971381
-0.181517,-0.181517
-0.00029656658,-0.00029656658
0.18999816,0.18999816
-0.7378315,-0.7378315
-0.92754054,-0.92754054
-0.6014996,-0.6014996
-0.10808431,-0.10808431
-0.65922654,-0.65922654
-0.18307482,-0.18307482
-0.030419923,-0.030419923
-0.069652185,-0.069652185
-0.91499275,-0.91499275
-0.3687536,-0.3687536
-0.2883279,-0.2883279
0.20311059,0.20311059
-0.16144907,-0.16144907
-0.14384033,-0.14384033
-0.27251524,-0.27251524
0.5204901,0.5204901
0.25693747,0.25693747
-0.47432765,-0.47432765
-0.76539826,-0.76539826
-0.6251408,-0.6251408
-0.20518981,-0.20518981
-0.39618406,-0.39618406
-0.41509822,-0.41509822
-0.9477654,-0.9477654
-0.228787,-0.228787
0.42258453,0.42258453
1.2577264,1.2577264
1.3709925,1.3709925
-0.36962238,-0.36962238
0.9963589,0.9963589
1.2016883,1.2016883
-0.37414354,-0.37414354
-0.56907576,-0.56907576
0.6080069,0.6080069
0.744061,0.744061
-0.6094179,-0.6094179
0.8451835,0.8451835
0.165595,0.165595
-0.29798284,-0.29798284
-0.8281117,-0.8281117
-0.025685012,-0.025685012
-0.7510787,-0.7510787
-0.7289149,-0.7289149
-1.1325884,-1.1325884
0.8393484,0.8393484
-0.23848303,-0.23848303
-0.10529124,-0.10529124
0.10310354,0.10310354
0.12034968,0.12034968
-0.1887714,-0.1887714
-0.6209641,-0.6209641
-0.33491486,-0.33491486
-0.53050625,-0.53050625
-0.3892296,-0.3892296
0.09407247,0.09407247
-1.479701,-1.479701
-1.2783331,-1.2783331
-1.14377,-1.14377
-1.2321928,-1.2321928
-0.98641914,-0.98641914
-0.6269292,-0.6269292
-1.0678891,-1.0678891
-1.3206792,-1.3206792
-0.932257,-0.932257
-0.81519693,-0.81519693
-0.96930456,-0.96930456
-0.9587281,-0.9587281
-0.7475228,-0.7475228
-0.9575249,-0.9575249
-0.6432676,-0.6432676
-0.79681677,-0.79681677
-0.8656301,-0.8656301
-0.9375787,-0.9375787
-1.2731882,-1.2731882
-0.9426877,-0.9426877
-0.898158,-0.898158
-0.78740406,-0.78740406
-0.64749116,-0.64749116
-0.15959468,-0.15959468
-0.7686347,-0.7686347
-0.82553685,-0.82553685
-1.0470197,-1.0470197
-0.31909376,-0.31909376
-0.41967985,-0.41967985
-0.8175456,-0.8175456
-0.63069636,-0.63069636
-0.84179884,-0.84179884
-0.834478,-0.834478
-0.9294101,-0.9294101
-0.84531415,-0.84531415
-1.113441,-1.113441
-1.1894034,-1.1894034
-0.15508196,-0.15508196
-0.65968573,-0.65968573
-0.7825071,-0.7825071
-1.0874871,-1.0874871
-0.19154307,-0.19154307
-1.2083627,-1.2083627
-1.1534687,-1.1534687
-1.2850174,-1.2850174
-0.89452815,-0.89452815
-0.87083226,-0.87083226
-1.1683447,-1.1683447
-1.368111,-1.368111
-1.1712182,-1.1712182
-1.15928,-1.15928
-1.4477916,-1.4477916
-1.6720234,-1.6720234
-1.5117935,-1.5117935
-1.26788,-1.26788
-1.3540411,-1.3540411
-0.5564128,-0.5564128
-0.56478393,-0.56478393
-0.90710795,-0.90710795
-0.8188195,-0.8188195
-1.2797635,-1.2797635
-1.2120779,-1.2120779
-1.5018405,-1.5018405
-1.523623,-1.523623
-1.7473122,-1.7473122
-1.7134949,-1.7134949
-1.1816745,-1.1816745
-1.0501522,-1.0501522
-1.77504,-1.77504
-2.1029515,-2.1029515
-1.7402344,-1.7402344
-1.7135243,-1.7135243
-1.2823704,-1.2823704
-1.8016157,-1.8016157
-1.5502919,-1.5502919
-1.5049015,-1.5049015
-1.7910883,-1.7910883
-1.7436621,-1.7436621
-2.1277103,-2.1277103
-1.7479525,-1.7479525
-2.1815665,-2.1815665
-1.6959459,-1.6959459
-1.1702679,-1.1702679
-1.6684815,-1.6684815
-2.1134906,-2.1134906
-1.8804507,-1.8804507
-1.0830915,-1.0830915
-1.9747922,-1.9747922
-1.8918256,-1.8918256
-1.014516,-1.014516
-1.575077,-1.575077
-1.6084732,-1.6084732
-1.4981419,-1.4981419
-1.843915,-1.843915
-2.01942,-2.01942
-1.711607,-1.711607
-2.0685472,-2.0685472
-1.7497048,-1.7497048
-1.7770957,-1.7770957
-2.0719295,-2.0719295
-1.9882247,-1.9882247
-2.161142,-2.161142
-2.038063,-2.038063
-1.8322076,-1.8322076
-1.7601428,-1.7601428
-1.7104313,-1.7104313
-1.0667381,-1.0667381
-0.8456395,-0.8456395
-1.9029076,-1.9029076
-0.92540693,-0.92540693
-1.1721506,-1.1721506
-1.032889,-1.032889
-2.450861,-2.450861
-2.2574272,-2.2574272
-1.9079515,-1.9079515
-1.671802,-1.671802
-2.110319,-2.110319
-2.5225646,-2.5225646
-1.944743,-1.944743
-1.6634126,-1.6634126
-0.93626773,-0.93626773
-2.2866967,-2.2866967
-2.2211149,-2.2211149
-1.9034058,-1.9034058
-2.4104292,-2.4104292
-2.3646917,-2.3646917
-2.1579707,-2.1579707
-1.3177747,-1.3177747
-1.8967253,-1.8967253
-0.8078873,-0.8078873
-1.0267737,-1.0267737
-1.9429506,-1.9429506
-1.8955241,-1.8955241
-0.48725274,-0.48725274
-0.36227697,-0.36227697
-1.1722697,-1.1722697
-2.237997,-2.237997
-2.1413069,-2.1413069
-1.3633528,-1.3633528
-1.8863192,-1.8863192
-1.9726118,-1.9726118
-2.0455961,-2.0455961
-0.91840637,-0.91840637
-1.540748,-1.540748
-0.48393387,-0.48393387
-1.2225728,-1.2225728
-1.5932218,-1.5932218
0.5230647,0.5230647
-1.6287706,-1.6287706
-2.0181272,-2.0181272
-1.5581048,-1.5581048
-1.0152882,-1.0152882
0.23644617,0.23644617
-0.506184,-0.506184
-0.040465374,-0.040465374
-0.43913332,-0.43913332
-0.25932407,-0.25932407
1.0390425,1.0390425
0.41432214,0.41432214
0.59534216,0.59534216
1.6326722,1.6326722
0.6561812,0.6561812
0.047176994,0.047176994
-0.574499,-0.574499
0.8269418,0.8269418
0.08639049,0.08639049
-1.3004007,-1.3004007
-1.4526503,-1.4526503
-1.2833765,-1.2833765
-1.0854231,-1.0854231
-1.0899625,-1.0899625
-0.7689693,-0.7689693
-0.82175416,-0.82175416
-0.7191781,-0.7191781
-0.40686068,-0.40686068
-0.585559,-0.585559
-1.6561935,-1.6561935
-0.9718987,-0.9718987
-1.4810857,-1.4810857
-1.7891248,-1.7891248
-1.6284692,-1.6284692
-0.88887525,-0.88887525
-1.3421094,-1.3421094
-0.9498714,-0.9498714
-1.4487057,-1.4487057
-0.61901575,-0.61901575
-0.5974176,-0.5974176
-0.0015377115,-0.0015377115
0.8576228,0.8576228
-0.6867375,-0.6867375
1.2787656,1.2787656
-1.1977869,-1.1977869
-1.4020762,-1.4020762
-1.0838677,-1.0838677
-0.36284766,-0.36284766
-0.71070594,-0.71070594
-0.46508068,-0.46508068
-0.7080128,-0.7080128
-0.13784091,-0.13784091
-0.0032539077,-0.0032539077
0.24442089,0.24442089
-0.54645884,-0.54645884
-0.008157783,-0.008157783
0.08789535,0.08789535
0.6912903,0.6912903
0.72995013,0.72995013
0.42344233,0.42344233
2.4233396,2.4233396
0.32531637,0.32531637
1.2554166,1.2554166
0.92794275,0.92794275
0.48875648,0.48875648
0.9512889,0.9512889
-1.0144547,-1.0144547
-1.2726407,-1.2726407
-1.1946173,-1.1946173
-0.42650384,-0.42650384
-0.51846904,-0.51846904
-0.4114371,-0.4114371
-0.92104375,-0.92104375
-0.5989552,-0.5989552
-0.77549285,-0.77549285
0.19113976,0.19113976
0.7909298,0.7909298
0.1101439,0.1101439
0.7310582,0.7310582
-0.7747083,-0.7747083
0.084144466,0.084144466
-1.25473,-1.25473
-1.2748501,-1.2748501
-0.09022824,-0.09022824
-0.56857735,-0.56857735
-0.8050665,-0.8050665
0.7682144,0.7682144
-1.1098981,-1.1098981
-0.6227457,-0.6227457
-0.08673482,-0.08673482
-0.700428,-0.700428
-0.23660417,-0.23660417
-0.018727852,-0.018727852
-0.23465806,-0.23465806
0.41663894,0.41663894
1.443653,1.443653
0.094659425,0.094659425
0.7090514,0.7090514
0.7969349,0.7969349
0.11646259,0.11646259
0.21696767,0.21696767
0.2696356,0.2696356
0.6683616,0.6683616
0.43374875,0.43374875
0.9474345,0.9474345
0.2009951,0.2009951
-0.036349934,-0.036349934
1.0796609,1.0796609
2.1790705,2.1790705
1.1986915,1.1986915
1.3722814,1.3722814
1.1152629,1.1152629
1.7707098,1.7707098
0.81200147,0.81200147
0.617425,0.617425
0.89096785,0.89096785
1.0756389,1.0756389
-0.45634106,-0.45634106
0.4042589,0.4042589
1.0592103,1.0592103
2.10268,2.10268
-0.19902363,-0.19902363
-0.35738143,-0.35738143
0.5716363,0.5716363
0.66086245,0.66086245
1.850346,1.850346
2.1841462,2.1841462
0.83084613,0.83084613
0.06961829,0.06961829
0.12799062,0.12799062
0.081921,0.081921
0.09320782,0.09320782
2.1989095,2.1989095
-0.40497613,-0.40497613
-0.36197937,-0.36197937
0.025340294,0.025340294
2.0825443,2.0825443
1.922725,1.922725
-0.37483844,-0.37483844
-0.68983024,-0.68983024
-0.5055953,-0.5055953
-0.44987303,-0.44987303
-0.6702444,-0.6702444
-0.23822172,-0.23822172
-0.42048517,-0.42048517
-0.7336718,-0.7336718
-0.03972127,-0.03972127
-0.5416708,-0.5416708
0.502649,0.502649
1.1108365,1.1108365
1.3576933,1.3576933
0.55741024,0.55741024
0.3196164,0.3196164
-0.33027756,-0.33027756
0.2602229,0.2602229
1.4007727,1.4007727
1.8796186,1.8796186
1.1187414,1.1187414
0.40040028,0.40040028
0.64069927,0.64069927
1.7024724,1.7024724
3.1964333,3.1964333
0.83389425,0.83389425
3.1829913,3.1829913
0.8331489,0.8331489
3.2035794,3.2035794
0.8012043,0.8012043
0.73685175,0.73685175
2.873575,2.873575
-0.06188487,-0.06188487
0.5990344,0.5990344
1.7923976,1.7923976
-0.24911565,-0.24911565
-0.04149856,-0.04149856
1.6225853,1.6225853
-0.3445217,-0.3445217
-0.19266345,-0.19266345
1.8974217,1.8974217
0.6704742,0.6704742
0.98921514,0.98921514
1.4750398,1.4750398
1.0146437,1.0146437
0.63167584,0.63167584
0.93070304,0.93070304
1.7702773,1.7702773
1.9548168,1.9548168
1.8392223,1.8392223
1.5474393,1.5474393
0.67142034,0.67142034
1.845398,1.845398
0.5440236,0.5440236
0.53254217,0.53254217
1.7387266,1.7387266
0.9735432,0.9735432
0.9758102,0.9758102
0.4343321,0.4343321
0.92301863,0.92301863
0.31365404,0.31365404
-0.04348233,-0.04348233
1.2571975,1.2571975
0.50930417,0.50930417
1.1288856,1.1288856
0.22808863,0.22808863
-0.47083905,-0.47083905
-0.24789836,-0.24789836
-0.3927718,-0.3927718
-0.10248649,-0.10248649
0.21080828,0.21080828
1.5139391,1.5139391
1.2509477,1.2509477
0.3029093,0.3029093
0.2280346,0.2280346
-0.4525377,-0.4525377
-0.52752215,-0.52752215
-0.35461485,-0.35461485
-0.3324646,-0.3324646
-0.39541602,-0.39541602
-0.87880516,-0.87880516
-0.51068825,-0.51068825
-0.16543381,-0.16543381
0.079231285,0.079231285
0.012732876,0.012732876
0.19507815,0.19507815
-0.448253,-0.448253
-0.09410489,-0.09410489
-0.44638014,-0.44638014
-0.776667,-0.776667
-0.8835657,-0.8835657
-1.0591078,-1.0591078
-0.72974724,-0.72974724
-0.82553846,-0.82553846
-0.9162841,-0.9162841
-1.0718906,-1.0718906
-1.0664619,-1.0664619
0.3824049,0.3824049
-0.49022993,-0.49022993
-0.3006346,-0.3006346
0.52276236,0.52276236
-0.081256405,-0.081256405
-0.06932875,-0.06932875
-0.2835213,-0.2835213
-0.47318706,-0.47318706
-0.64808303,-0.64808303
-0.6575081,-0.6575081
-0.7825089,-0.7825089
-0.82083046,-0.82083046
-0.9169318,-0.9169318
-0.91740495,-0.91740495
0.034545086,0.034545086
-0.7110109,-0.7110109
-0.35310236,-0.35310236
-0.4547279,-0.4547279
-0.63591987,-0.63591987
-0.7896405,-0.7896405
-0.87336814,-0.87336814
-0.8455742,-0.8455742
-0.8343176,-0.8343176
-0.9892135,-0.9892135
-1.536925,-1.536925
-1.3199865,-1.3199865
-1.2855786,-1.2855786
0.93556994,0.93556994
-1.3089772,-1.3089772
-1.4123353,-1.4123353
-1.4410962,-1.4410962
-1.4813985,-1.4813985
-1.7297347,-1.7297347
-1.8248606,-1.8248606
-1.7546698,-1.7546698
-1.3378145,-1.3378145
-1.7070962,-1.7070962
-1.789783,-1.789783
-1.786324,-1.786324
-1.7568578,-1.7568578
-1.7964116,-1.7964116
-1.6753238,-1.6753238
-1.9859629,-1.9859629
-2.0618222,-2.0618222
-2.1601207,-2.1601207
-2.0965543,-2.0965543
-2.0466697,-2.0466697
-1.8465421,-1.8465421
-1.2798907,-1.2798907
-1.5560756,-1.5560756
-2.0004668,-2.0004668
-1.4984562,-1.4984562
-1.9189587,-1.9189587
-2.0409157,-2.0409157
-2.0537949,-2.0537949
-2.1743407,-2.1743407
-2.4987757,-2.4987757
-2.4400578,-2.4400578
-2.3805816,-2.3805816
-1.6751794,-1.6751794
-1.4515613,-1.4515613
-2.0001154,-2.0001154
-2.446313,-2.446313
-2.4585564,-2.4585564
-1.5635294,-1.5635294
-1.4819231,-1.4819231
-1.525578,-1.525578
-1.840281,-1.840281
-1.6555793,-1.6555793
-2.0079832,-2.0079832
-2.0637324,-2.0637324
-2.0967412,-2.0967412
-2.3735406,-2.3735406
-2.1902995,-2.1902995
-2.3261142,-2.3261142
-2.2399929,-2.2399929
-2.253765,-2.253765
-2.034493,-2.034493
-1.8309014,-1.8309014
-2.1753345,-2.1753345
-2.009312,-2.009312
-2.165311,-2.165311
-1.7426673,-1.7426673
-1.8501811,-1.8501811
-1.8371959,-1.8371959
-2.4640257,-2.4640257
-2.483829,-2.483829
-2.393839,-2.393839
-1.954634,-1.954634
-2.3235006,-2.3235006
-2.2834768,-2.2834768
-2.4034796,-2.4034796
-1.972618,-1.972618
-1.9181756,-1.9181756
-1.3615361,-1.3615361
-2.3685386,-2.3685386
-2.7031126,-2.7031126
-2.56766,-2.56766
-1.8393184,-1.8393184
-2.678987,-2.678987
-2.458522,-2.458522
-2.542907,-2.542907
-2.4926775,-2.4926775
-2.4586232,-2.4586232
-2.374789,-2.374789
-2.6595097,-2.6595097
-2.742638,-2.742638
-2.642805,-2.642805
-2.4279726,-2.4279726
-2.0158722,-2.0158722
-1.5601691,-1.5601691
-1.8823677,-1.8823677
-2.203262,-2.203262
-2.313031,-2.313031
-2.2540584,-2.2540584
-1.9566242,-1.9566242
-1.9795921,-1.9795921
-1.6773582,-1.6773582
-1.8075873,-1.8075873
-1.7598112,-1.7598112
-2.0559924,-2.0559924
-1.6249166,-1.6249166
-2.3910682,-2.3910682
-1.949321,-1.949321
-0.2586409,-0.2586409
-1.9431882,-1.9431882
-2.1976213,-2.1976213
-2.1553278,-2.1553278
-1.3915311,-1.3915311
-2.0246866,-2.0246866
-1.5146217,-1.5146217
-0.7553997,-0.7553997
-0.98811686,-0.98811686
1.7237792,1.7237792
-0.21685633,-0.21685633
-0.9314173,-0.9314173
-1.8909887,-1.8909887
-1.9616697,-1.9616697
-1.6551517,-1.6551517
-0.088660635,-0.088660635
-0.952434,-0.952434
-0.7355758,-0.7355758
-1.4951745,-1.4951745
-0.935616,-0.935616
-2.0707035,-2.0707035
-2.066885,-2.066885
-0.24885663,-0.24885663
-1.2401283,-1.2401283
-1.6456721,-1.6456721
-0.97770274,-0.97770274
0.9034969,0.9034969
-1.7718521,-1.7718521
-1.4567186,-1.4567186
-1.4415456,-1.4415456
-0.30935624,-0.30935624
-0.3178695,-0.3178695
-1.123776,-1.123776
-1.4453311,-1.4453311
0.60704035,0.60704035
-1.1477842,-1.1477842
-1.3651962,-1.3651962
-0.8024193,-0.8024193
-1.1472471,-1.1472471
-1.6589693,-1.6589693
-1.0890551,-1.0890551
-1.3762794,-1.3762794
-1.110076,-1.110076
-0.92752516,-0.92752516
-1.4098625,-1.4098625
-1.6293412,-1.6293412
-2.1074696,-2.1074696
-1.5173386,-1.5173386
-1.5903345,-1.5903345
1.259397,1.259397
-0.28684667,-0.28684667
-1.5251255,-1.5251255
-0.19345048,-0.19345048
-1.3034471,-1.3034471
-0.3558215,-0.3558215
0.78279513,0.78279513
-1.3762919,-1.3762919
-1.8554802,-1.8554802
-1.849336,-1.849336
0.30543005,0.30543005
-1.0692006,-1.0692006
-0.7791129,-0.7791129
0.07524719,0.07524719
0.9062847,0.9062847
-0.3833938,-0.3833938
1.8991326,1.8991326
-1.0889518,-1.0889518
-1.2078241,-1.2078241
2.6057034,2.6057034
-0.61782265,-0.61782265
-0.31470978,-0.31470978
-0.5574724,-0.5574724
-1.3757241,-1.3757241
-0.6162341,-0.6162341
0.6243866,0.6243866
-0.16165008,-0.16165008
-0.7876224,-0.7876224
-0.06315252,-0.06315252
-0.42957947,-0.42957947
-1.1408343,-1.1408343
-1.025225,-1.025225
-1.4455718,-1.4455718
-1.4280887,-1.4280887
-0.36678904,-0.36678904
0.19792594,0.19792594
1.6262844,1.6262844
2.0530465,2.0530465
1.4549594,1.4549594
0.9892896,0.9892896
