"NEE","Cleaned_NEE"
0.7218727,0.7218727
0.9395971,0.9395971
-0.06638768,-0.06638768
1.1193317,1.1193317
1.2506483,1.2506483
0.54007256,0.54007256
0.4314937,0.4314937
2.304155,2.304155
1.9510381,1.9510381
-0.20110168,-0.20110168
-0.35413957,-0.35413957
1.3791151,1.3791151
0.6011408,0.6011408
0.10954646,0.10954646
0.24667954,0.24667954
0.3876432,0.3876432
2.2793772,2.2793772
0.9432055,0.9432055
1.7246581,1.7246581
1.0232663,1.0232663
3.0361574,3.0361574
2.4661992,2.4661992
1.6316888,1.6316888
0.8267764,0.8267764
1.6599536,1.6599536
1.8374412,1.8374412
1.11116,1.11116
1.5261154,1.5261154
1.0222058,1.0222058
2.4462945,2.4462945
1.8989269,1.8989269
0.24954967,0.24954967
2.1559196,2.1559196
1.2436378,1.2436378
0.31858593,0.31858593
0.25717592,0.25717592
-0.12664406,-0.12664406
2.7223964,2.7223964
2.0645597,2.0645597
0.6648857,0.6648857
1.2815894,1.2815894
1.9181902,1.9181902
1.3738302,1.3738302
0.7602706,0.7602706
1.4082079,1.4082079
2.146419,2.146419
0.8946296,0.8946296
1.8509094,1.8509094
2.8049753,2.8049753
1.1934128,1.1934128
1.1253576,1.1253576
1.5247606,1.5247606
1.5247502,1.5247502
0.20437132,0.20437132
2.5366287,2.5366287
0.72459316,0.72459316
1.4076921,1.4076921
2.4542959,2.4542959
0.49254137,0.49254137
1.0887884,1.0887884
1.789518,1.789518
1.7413797,1.7413797
2.6444716,2.6444716
1.2435006,1.2435006
-0.18744868,-0.18744868
1.0221103,1.0221103
0.25004253,0.25004253
1.1866275,1.1866275
1.0590912,1.0590912
1.7111342,1.7111342
0.5378812,0.5378812
1.9256797,1.9256797
0.22504456,0.22504456
1.4953525,1.4953525
0.8273012,0.8273012
0.75905305,0.75905305
0.763683,0.763683
1.0869122,1.0869122
0.56935036,0.56935036
0.6569512,0.6569512
1.963326,1.963326
0.42537755,0.42537755
0.2860203,0.2860203
0.2633428,0.2633428
-0.23177525,-0.23177525
-0.05391472,-0.05391472
0.2706378,0.2706378
-0.82421,-0.82421
-0.64520836,-0.64520836
0.471671,0.471671
-0.46248335,-0.46248335
-0.28766885,-0.28766885
1.1095679,1.1095679
0.59421504,0.59421504
-0.31054246,-0.31054246
-0.20082758,-0.20082758
-0.7721765,-0.7721765
-0.16940932,-0.16940932
0.782932,0.782932
-0.48759633,-0.48759633
0.44827223,0.44827223
2.0872238,2.0872238
0.28916723,0.28916723
0.5378951,0.5378951
-0.425615,-0.425615
-0.2819993,-0.2819993
-0.9227617,-0.9227617
-0.8667687,-0.8667687
-0.9628007,-0.9628007
-0.8846363,-0.8846363
-1.0874896,-1.0874896
-0.96436,-0.96436
-0.7965567,-0.7965567
-0.6753612,-0.6753612
-0.8883146,-0.8883146
0.2180065,0.2180065
-1.1427621,-1.1427621
-0.93268585,-0.93268585
-0.4638849,-0.4638849
-0.012545144,-0.012545144
-0.17996435,-0.17996435
-0.5766785,-0.5766785
-0.85419136,-0.85419136
-0.42636913,-0.42636913
-1.2588688,-1.2588688
-1.3180014,-1.3180014
-1.326,-1.326
-1.2535892,-1.2535892
-1.1953318,-1.1953318
0.0068175606,0.0068175606
0.5102769,0.5102769
0.49944243,0.49944243
0.45472476,0.45472476
-0.8680129,-0.8680129
-1.6552644,-1.6552644
-1.7214209,-1.7214209
-1.2654846,-1.2654846
-0.9809869,-0.9809869
-1.142217,-1.142217
-1.1808846,-1.1808846
-0.9039557,-0.9039557
-1.0857927,-1.0857927
-1.3175004,-1.3175004
-1.0809337,-1.0809337
-1.2363175,-1.2363175
-1.5824435,-1.5824435
-1.5406389,-1.5406389
-1.7912741,-1.7912741
-1.5496051,-1.5496051
-1.588113,-1.588113
-1.6125625,-1.6125625
-1.4024675,-1.4024675
-1.4435407,-1.4435407
-0.983102,-0.983102
-0.9215856,-0.9215856
-1.3506358,-1.3506358
-1.4117692,-1.4117692
-1.6090364,-1.6090364
-1.7725209,-1.7725209
-1.5816703,-1.5816703
-1.5679158,-1.5679158
-1.5662521,-1.5662521
-1.7639481,-1.7639481
-1.5894194,-1.5894194
-0.84230334,-0.84230334
0.924493,0.924493
-0.55429095,-0.55429095
-1.1981362,-1.1981362
-0.29171875,-0.29171875
-1.3582059,-1.3582059
-1.3449639,-1.3449639
-1.068479,-1.068479
-1.5226425,-1.5226425
-1.252166,-1.252166
-0.13951282,-0.13951282
-1.1011639,-1.1011639
-1.1227096,-1.1227096
-1.7938077,-1.7938077
-2.100948,-2.100948
-1.8030831,-1.8030831
-0.6188876,-0.6188876
-0.980865,-0.980865
0.4643994,0.4643994
-1.9125847,-1.9125847
-1.7369933,-1.7369933
-1.9462763,-1.9462763
-1.8254385,-1.8254385
1.4066323,1.4066323
-0.1373635,-0.1373635
-0.7401824,-0.7401824
-1.9148409,-1.9148409
-1.8944212,-1.8944212
-1.885895,-1.885895
-1.9353259,-1.9353259
-2.102361,-2.102361
-2.0858896,-2.0858896
-1.851604,-1.851604
-2.2277915,-2.2277915
-1.6131806,-1.6131806
0.5176513,0.5176513
-1.9496859,-1.9496859
0.87287414,0.87287414
0.4404059,0.4404059
-0.45992002,-0.45992002
-2.10751,-2.10751
-2.1882777,-2.1882777
-1.6979973,-1.6979973
-0.25550893,-0.25550893
-0.95382273,-0.95382273
-1.7188611,-1.7188611
-0.3296406,-0.3296406
-0.13815549,-0.13815549
-1.839098,-1.839098
-1.9402729,-1.9402729
-2.10666,-2.10666
-1.7832745,-1.7832745
-1.909613,-1.909613
-1.8043426,-1.8043426
-1.7709137,-1.7709137
-1.7337825,-1.7337825
-1.9757077,-1.9757077
-1.3987396,-1.3987396
-1.4834695,-1.4834695
-0.0354986,-0.0354986
-0.59014946,-0.59014946
1.3145721,1.3145721
-0.29455975,-0.29455975
-1.1953624,-1.1953624
-1.817287,-1.817287
-1.5003045,-1.5003045
0.13008212,0.13008212
-0.96317595,-0.96317595
-0.5306099,-0.5306099
-0.6071144,-0.6071144
-1.3465592,-1.3465592
-1.4981369,-1.4981369
-1.3512911,-1.3512911
-0.5226297,-0.5226297
-0.13548326,-0.13548326
-0.91058093,-0.91058093
-0.72942275,-0.72942275
-1.0432836,-1.0432836
0.17281689,0.17281689
-2.125544,-2.125544
-1.1198874,-1.1198874
-1.9134412,-1.9134412
-1.6451141,-1.6451141
-0.58525074,-0.58525074
-0.8025753,-0.8025753
-0.03708319,-0.03708319
0.07226572,0.07226572
0.15154622,0.15154622
-1.2465199,-1.2465199
0.7978728,0.7978728
-0.2676606,-0.2676606
-0.329394,-0.329394
-1.8104112,-1.8104112
-0.74611145,-0.74611145
-2.1084878,-2.1084878
-2.1520073,-2.1520073
-0.85805804,-0.85805804
-0.66833705,-0.66833705
-1.9431798,-1.9431798
-2.2657585,-2.2657585
-2.0642698,-2.0642698
-0.3356662,-0.3356662
1.2081825,1.2081825
-0.29607436,-0.29607436
-0.83178663,-0.83178663
-0.44819805,-0.44819805
-1.213685,-1.213685
-0.43475875,-0.43475875
-1.124917,-1.124917
-1.8261788,-1.8261788
-0.1256903,-0.1256903
-1.1187024,-1.1187024
-0.64431155,-0.64431155
0.053794067,0.053794067
0.0017432313,0.0017432313
0.675509,0.675509
-0.302939,-0.302939
1.0542257,1.0542257
0.82072645,0.82072645
0.41552636,0.41552636
1.0083067,1.0083067
1.4442657,1.4442657
2.6083016,2.6083016
1.9656589,1.9656589
-0.17526321,-0.17526321
1.4747295,1.4747295
2.2890959,2.2890959
0.44321117,0.44321117
0.8538595,0.8538595
1.0028442,1.0028442
1.2275869,1.2275869
2.5800714,2.5800714
0.8187285,0.8187285
0.8359032,0.8359032
0.9842773,0.9842773
1.2240931,1.2240931
0.46041173,0.46041173
0.8609914,0.8609914
1.8663889,1.8663889
-0.13967909,-0.13967909
-0.08915218,-0.08915218
1.4098929,1.4098929
0.42085722,0.42085722
2.1435578,2.1435578
0.8565702,0.8565702
0.8328724,0.8328724
0.6028265,0.6028265
1.6315619,1.6315619
2.4233828,2.4233828
-0.5227018,-0.5227018
-0.9436835,-0.9436835
0.7742602,0.7742602
0.29350325,0.29350325
2.6147833,2.6147833
1.2277641,1.2277641
0.9149506,0.9149506
-0.02697304,-0.02697304
-0.009572862,-0.009572862
0.30534777,0.30534777
0.9198417,0.9198417
0.9943694,0.9943694
1.7420878,1.7420878
1.1316612,1.1316612
0.33220938,0.33220938
0.7140958,0.7140958
0.0024443967,0.0024443967
0.4091472,0.4091472
-0.20161429,-0.20161429
0.63636184,0.63636184
1.3131465,1.3131465
1.982987,1.982987
1.2911834,1.2911834
2.536022,2.536022
1.8070575,1.8070575
2.078718,2.078718
1.4518985,1.4518985
1.0063243,1.0063243
1.5711968,1.5711968
1.802588,1.802588
1.2388835,1.2388835
-0.062948346,-0.062948346
0.32224575,0.32224575
2.155096,2.155096
1.1676751,1.1676751
0.7998889,0.7998889
0.38486823,0.38486823
1.604849,1.604849
1.466701,1.466701
0.17504136,0.17504136
1.3100446,1.3100446
1.174131,1.174131
-0.61369604,-0.61369604
0.33199158,0.33199158
1.149503,1.149503
0.39889005,0.39889005
1.5270648,1.5270648
1.0536493,1.0536493
2.4687774,2.4687774
1.1134458,1.1134458
1.258922,1.258922
1.4541265,1.4541265
0.46142197,0.46142197
0.8351486,0.8351486
1.8831215,1.8831215
0.5139267,0.5139267
1.0334331,1.0334331
-0.21927907,-0.21927907
0.9755282,0.9755282
-0.641506,-0.641506
1.2693014,1.2693014
1.1671588,1.1671588
0.13817592,0.13817592
-0.67274433,-0.67274433
0.53939867,0.53939867
1.1551974,1.1551974
1.3930923,1.3930923
-0.3955956,-0.3955956
0.24425158,0.24425158
0.14403187,0.14403187
0.16812088,0.16812088
0.6219592,0.6219592
0.30514959,0.30514959
-0.04265958,-0.04265958
0.4494379,0.4494379
1.0417848,1.0417848
1.0351559,1.0351559
1.2469237,1.2469237
0.4436635,0.4436635
-0.24324766,-0.24324766
0.7281482,0.7281482
0.2847855,0.2847855
1.3068014,1.3068014
-0.1798104,-0.1798104
0.69194937,0.69194937
0.5136373,0.5136373
0.75169724,0.75169724
0.7947173,0.7947173
0.5733976,0.5733976
0.8872783,0.8872783
0.43020955,0.43020955
0.39881587,0.39881587
1.2809086,1.2809086
1.4883039,1.4883039
-0.32500857,-0.32500857
0.30392274,0.30392274
0.029236896,0.029236896
0.55448556,0.55448556
-0.5117644,-0.5117644
1.353201,1.353201
1.0714556,1.0714556
2.0076685,2.0076685
-0.10560521,-0.10560521
0.9902524,0.9902524
0.2735052,0.2735052
0.015735917,0.015735917
0.9519507,0.9519507
-0.4744106,-0.4744106
0.42976516,0.42976516
-0.03444468,-0.03444468
-0.7755746,-0.7755746
0.033443134,0.033443134
1.6849047,1.6849047
0.80906874,0.80906874
0.16674112,0.16674112
-0.5432381,-0.5432381
-0.9921598,-0.9921598
-0.63233423,-0.63233423
-0.8544662,-0.8544662
-0.79476607,-0.79476607
-0.84748906,-0.84748906
-0.88118875,-0.88118875
-0.5304216,-0.5304216
-0.93322724,-0.93322724
-0.7917439,-0.7917439
-1.0155715,-1.0155715
-1.2111696,-1.2111696
-0.98005533,-0.98005533
-0.9881926,-0.9881926
-0.85268885,-0.85268885
-0.7570533,-0.7570533
-0.07888394,-0.07888394
-0.39284262,-0.39284262
1.1176119,1.1176119
-0.2935216,-0.2935216
-0.8121234,-0.8121234
-1.0484408,-1.0484408
-0.98297894,-0.98297894
-0.5176499,-0.5176499
-0.8067716,-0.8067716
-1.1921488,-1.1921488
-1.3608806,-1.3608806
-1.4342859,-1.4342859
-0.26932725,-0.26932725
-0.9915014,-0.9915014
-1.0156813,-1.0156813
-0.8984784,-0.8984784
-1.4179388,-1.4179388
-1.2771289,-1.2771289
-1.4322512,-1.4322512
-1.0422589,-1.0422589
-1.0546068,-1.0546068
-1.1058605,-1.1058605
-0.887256,-0.887256
-0.8558132,-0.8558132
-0.88069576,-0.88069576
-1.0768006,-1.0768006
-0.7406836,-0.7406836
-0.2923451,-0.2923451
-1.0661985,-1.0661985
-0.63450843,-0.63450843
-0.59018844,-0.59018844
-0.8857823,-0.8857823
-0.75643885,-0.75643885
-0.30261597,-0.30261597
-0.36524546,-0.36524546
-0.0042041633,-0.0042041633
-1.0624614,-1.0624614
-1.2841954,-1.2841954
-1.1168747,-1.1168747
-0.61606145,-0.61606145
-0.7340015,-0.7340015
-1.1933448,-1.1933448
-1.247298,-1.247298
-0.70888597,-0.70888597
-0.08753152,-0.08753152
-0.90529567,-0.90529567
-1.0463917,-1.0463917
-0.96359354,-0.96359354
-1.1049857,-1.1049857
-1.1789804,-1.1789804
-1.0445179,-1.0445179
-1.0107425,-1.0107425
-0.9538053,-0.9538053
-0.72799265,-0.72799265
-0.635431,-0.635431
-1.0799494,-1.0799494
-1.2303599,-1.2303599
-1.3046769,-1.3046769
-1.6399808,-1.6399808
-1.6101695,-1.6101695
-1.4800148,-1.4800148
-1.363707,-1.363707
-1.774798,-1.774798
-1.4402728,-1.4402728
-1.4677993,-1.4677993
-1.2976193,-1.2976193
-1.2032981,-1.2032981
-1.7634586,-1.7634586
-1.4072838,-1.4072838
-1.3209172,-1.3209172
-1.395763,-1.395763
-1.5223826,-1.5223826
-1.8387673,-1.8387673
-1.7821586,-1.7821586
-1.9531571,-1.9531571
-2.0796688,-2.0796688
-2.2533276,-2.2533276
-1.9418066,-1.9418066
-2.0275722,-2.0275722
-2.1421146,-2.1421146
-2.1215744,-2.1215744
-2.048696,-2.048696
-2.129653,-2.129653
-2.1125338,-2.1125338
-2.2238154,-2.2238154
-0.6380863,-0.6380863
-1.3816729,-1.3816729
-1.8312086,-1.8312086
-1.8445383,-1.8445383
-1.7450399,-1.7450399
-1.5025687,-1.5025687
-1.9643065,-1.9643065
-1.3943679,-1.3943679
-1.7070442,-1.7070442
-2.200185,-2.200185
-2.020845,-2.020845
-1.7975166,-1.7975166
-1.8158882,-1.8158882
-1.9892477,-1.9892477
-1.1930785,-1.1930785
-1.8476627,-1.8476627
-1.2838563,-1.2838563
-1.9880261,-1.9880261
-1.9033304,-1.9033304
-1.7891115,-1.7891115
-1.5298724,-1.5298724
-1.4865967,-1.4865967
-1.9028983,-1.9028983
-1.5594184,-1.5594184
-0.87141585,-0.87141585
-1.5075462,-1.5075462
-1.7134908,-1.7134908
-2.0796003,-2.0796003
-1.1832627,-1.1832627
-1.4394816,-1.4394816
-0.89523506,-0.89523506
-1.3269364,-1.3269364
-1.8873863,-1.8873863
-1.4152595,-1.4152595
-1.3146381,-1.3146381
-0.5951634,-0.5951634
0.0969132,0.0969132
-1.4700783,-1.4700783
-2.178728,-2.178728
-2.1868017,-2.1868017
-1.5895158,-1.5895158
-2.2002797,-2.2002797
-1.1244702,-1.1244702
-1.7092915,-1.7092915
-1.0484076,-1.0484076
-0.35282424,-0.35282424
-0.22325605,-0.22325605
0.84725356,0.84725356
-0.48694173,-0.48694173
-1.2882185,-1.2882185
-1.6307501,-1.6307501
-1.0933173,-1.0933173
-0.6001204,-0.6001204
-1.6092128,-1.6092128
-1.5553476,-1.5553476
-1.7473054,-1.7473054
-0.5494627,-0.5494627
-1.4180406,-1.4180406
-1.7810386,-1.7810386
-1.5894976,-1.5894976
-1.8153532,-1.8153532
-1.2673589,-1.2673589
-0.61086786,-0.61086786
-0.6507567,-0.6507567
0.1748969,0.1748969
-0.70029205,-0.70029205
-1.3889645,-1.3889645
-1.2991667,-1.2991667
-1.1832033,-1.1832033
0.7664201,0.7664201
-0.8081782,-0.8081782
-0.2927351,-0.2927351
-1.1606805,-1.1606805
-0.62931025,-0.62931025
-0.9464889,-0.9464889
-1.8263913,-1.8263913
-1.3899539,-1.3899539
-0.8528412,-0.8528412
-1.1584125,-1.1584125
-1.356262,-1.356262
-1.0321996,-1.0321996
0.3771199,0.3771199
-0.5979318,-0.5979318
-0.8043452,-0.8043452
-0.43884215,-0.43884215
0.040567573,0.040567573
-1.088284,-1.088284
-1.4849759,-1.4849759
-0.88704425,-0.88704425
-0.6569154,-0.6569154
-1.5053949,-1.5053949
-0.9203142,-0.9203142
-0.06724888,-0.06724888
-0.32444394,-0.32444394
-0.7613544,-0.7613544
-0.62690586,-0.62690586
-1.004941,-1.004941
-1.1398094,-1.1398094
-0.79700714,-0.79700714
-0.67843443,-0.67843443
-0.5724865,-0.5724865
-1.2848666,-1.2848666
-1.1129794,-1.1129794
-1.0623937,-1.0623937
-1.3461741,-1.3461741
-0.8983734,-0.8983734
-1.2194297,-1.2194297
-0.023092175,-0.023092175
0.38619584,0.38619584
0.24855353,0.24855353
0.655365,0.655365
0.0717749,0.0717749
1.1021717,1.1021717
0.592001,0.592001
-0.17093705,-0.17093705
1.5754943,1.5754943
1.6824707,1.6824707
1.243667,1.243667
1.2300471,1.2300471
-0.1360009,-0.1360009
-0.2524804,-0.2524804
-0.87473655,-0.87473655
0.70070803,0.70070803
0.37451878,0.37451878
0.11179003,0.11179003
0.06726505,0.06726505
2.7394238,2.7394238
0.8022863,0.8022863
0.083673224,0.083673224
0.6376523,0.6376523
0.8868765,0.8868765
0.4728546,0.4728546
-0.068846524,-0.068846524
-0.19943395,-0.19943395
-0.29275608,-0.29275608
-0.14525679,-0.14525679
0.24620774,0.24620774
-0.020330204,-0.020330204
2.2322812,2.2322812
1.5555485,1.5555485
-0.06129211,-0.06129211
-0.19072719,-0.19072719
0.14405641,0.14405641
0.86729777,0.86729777
1.3120993,1.3120993
2.0505493,2.0505493
1.165786,1.165786
1.455876,1.455876
2.1228464,2.1228464
0.40381178,0.40381178
0.3918387,0.3918387
0.34348038,0.34348038
1.2503586,1.2503586
0.5295254,0.5295254
0.6880733,0.6880733
0.20994139,0.20994139
0.9221854,0.9221854
1.6069366,1.6069366
1.3516653,1.3516653
1.1103423,1.1103423
0.47211114,0.47211114
1.4852049,1.4852049
0.8591904,0.8591904
1.610188,1.610188
2.7210927,2.7210927
1.6278898,1.6278898
0.48789895,0.48789895
1.8976119,1.8976119
-0.3461345,-0.3461345
0.54662895,0.54662895
0.33433104,0.33433104
0.7122394,0.7122394
2.645841,2.645841
1.6030558,1.6030558
0.41166574,0.41166574
1.6940575,1.6940575
0.44110855,0.44110855
0.011035376,0.011035376
2.4764116,2.4764116
2.4791336,2.4791336
0.640374,0.640374
2.8363185,2.8363185
3.0550458,3.0550458
3.3583405,3.3583405
1.9210964,1.9210964
1.9831455,1.9831455
